id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,vacunatorio,ile,infectologia,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_vac,mail_vac,horario_vac,responsable_vac,web_vac,ubicacion_vac,comentarios_vac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_infectologia,mail_infectologia,horario_infectologia,responsable_infectologia,web_infectologia,ubicacion_infectologia,comentarios_infectologia,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr,uploader_name,uploader_email,uploader_tel
151222,"Servicio Penitenciario","Dependiente de FFAA/Seguridad","Unidad Penal 1",,,,"San Salvador De Jujuy","San Salvador De Jujuy","Dr. Manuel Belgrano",Jujuy,Argentina,1,,,-24.1857864,-65.2994767,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(0388) 15-506-7986",,"Lun a Vie 8 a 13 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151232,"U. 8 Instituto Penitenciario Federal N. S. Del Ros","Dependiente de FFAA/Seguridad","Ruta Nacional 9",,,"Av. Forestal","San Salvador De Jujuy","San Salvador De Jujuy","Dr. Manuel Belgrano",Jujuy,Argentina,1,,,-24.1857864,-65.2994767,1,0.5,NO,NO,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0388 405 6541",,,"Sin Dato",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151262,"Asociación Convivir","Organización social","Av. Luro",,,"Avenida San Martín",,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6311168,-64.2815222,1,0.7,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-2600",,"7 a 13.30 hs","Sr. Canciani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151272,"Camara De Diputados","Organismo público",Corrientes,,,"Centro Cívico",,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6198812,-64.2787948,1,0.7,SI,NO,NO,NO,NO,NO,NO,"(02954) 42-2488",,"7 a 17 hs","Lic. Valeria Segovia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151282,"Casa De Gobierno","Organismo público","Av. Luro",,,"Avenida San Martín",,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6311168,-64.2815222,1,0.7,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-2600",,"7 a 13.30 hs","Sr. Canciani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151292,"Casa De Piedra",Privado,,,,,,"Casa De Piedra",Puelén,"La Pampa",Argentina,1,,,-38.1571713,-67.1467512,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"0299 154660456",centrodesaludcasadepiedra@hotmail.com,,"Vallejos Sunilda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151302,"Centro De Integracion Comunitario",,"Calle 32 Umero",134,,,,"General Pico",Maracó,"La Pampa",Argentina,-1,,,-35.6506044,-63.7528957,1,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02302-15505671,adri_figueroa@hotmail.com,,"Depende De Area Programatica De General Pico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151312,"Centro De La Mujer",Privado,Brasil,750,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6264528,-64.2948715,1,0.9,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-5356",,"7 a 9 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151322,"Centro de Salud Barrio Aeropuerto","Centro de salud público",Castro,,,"Carlos Gardel",,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6068679,-64.2773931,1,0.7,SI,SI,NO,SI,NO,SI,NO,,,,,,,,(02954)434566,,,,,,,,,,,,,,,,,,,,,,,,,,,,02954-434566,csaeropuerto@lapampa.gov.ar,"8 A 12 Y 16 A 20",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151332,"Centro de Salud Barrio Rio Atuel","Centro de salud público","Garay Vivas",2431,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6411279,-64.2805685,1,0.9,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-3334",,"6 a 22 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151352,"Centro de Salud Empleados De Comercio","Centro de salud público","Miguel Cané",,,"San Luis",,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.620922,-64.2912369,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-3332",,"6 a 22 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151362,"Centro de Salud Fonavi 42","Centro de salud público",Pestalozzi,,,Unanue,,"Santa Rosa","Santa Rosa","La Pampa",Argentina,-1,,,-36.6368075,-64.2905599,1,0.7,SI,NO,NO,NO,NO,NO,NO,43-6966,,"6 a 22 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151392,"Centro de Salud Villa Germinal","Centro de salud público","Antártida Argentina",,,Esmeralda,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6009527,-64.2962294,1,0.7,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-3339",,"6 a 22 hs","Dra. Moreno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151402,"Centro de Salud Villa Parque","Centro de salud público","Quemu Quemu",1492,,Unanue,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6391759,-64.3169823,1,0.7,SI,SI,NO,NO,NO,NO,NO,(02954)45-3332,,"24 hs.","Dr. Valdivia",,,,,,,,,Laboratorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151412,"Centro de Salud Villa Santillan","Centro de salud público","Pío XII",,,Pestalozzi,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6330468,-64.2915886,1,0.7,SI,NO,NO,NO,NO,NO,NO,(02954)45-3336,,"6 a 22 hs","Dra. Garrone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151432,"Centro Medico De Atencion Primaria Construir Salud","Centro de salud público",11,887,,,,"General Pico",Maracó,"La Pampa",Argentina,1,,,-35.6593239,-63.7577887,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"02302 422047",medl760@uocra.org,,"Dra. Carina Urquiza Marsera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151442,"Centro Medico Salubritas","Centro de salud público",18,935,,,,"General Pico",Maracó,"La Pampa",Argentina,1,,,-35.6632404,-63.7506619,1,0.9,NO,NO,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02302-433454,salubritassrl@gmail.com,,"Mafud Silvina Patricia",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151452,"Centro Municipal De Cultura","Centro de salud público",Quintana,172,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6187377,-64.2933843,1,1,SI,NO,NO,NO,NO,NO,NO,(02954)45-5324,,"7 a 20 hs.","Paula Rivero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151462,"Centro Sanitario","Centro de salud público","Coronel Gil",750,,,,"Santa Rosa","Santa Rosa","La Pampa",Argentina,-1,,,-36.620922,-64.2912369,1,0.5,SI,NO,SI,NO,NO,NO,NO,45-3330,,"24 hs.","Dr. García",,,,(02954)453330/01,,"Lunes 8 a 19  y Miercoles 12 a 13 h",,,,,02954-453330,csanitario@lapampa.gov.ar,,"Dr. Luis Garcia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151472,"Cine Amadeus",Privado,"Coronel Gil",31,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.617058,-64.2899632,1,0.9,SI,NO,NO,NO,NO,NO,NO,"(02954) 414490/ 458160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151482,"Clinica Argentina SRL",Privado,"Av. San Martín",740,,,,"General Pico",Maracó,"La Pampa",Argentina,1,,,-35.6613327,-63.7548517,1,0.9,NO,NO,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02302-422060,clinicaargentina@peedy.com.ar,,"Dr. Carlos Vargas",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151492,"Clinica Modelo",Privado,"Av. San Martín",452,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6209633,-64.2853907,1,0.9,NO,NO,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02954-431044,auditoria@clinicamodelo-sa.com.ar,,"Dr. Eduardo Costabel",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151502,"Clinica Regional SRL",Privado,"Av. San Martín",400,,,,"General Pico",Maracó,"La Pampa",Argentina,1,,,-35.6587241,-63.7580267,1,0.9,NO,NO,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02302-434755,administracion@clinicaregional.com.ar,,"Dr. Guillermo Campi",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151512,"Consejo De La Juventud","Centro de salud público","25 De Mayo",45,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6172267,-64.2886558,1,0.9,SI,NO,NO,NO,NO,NO,NO,"(02954) 45-8905",,"7 a 13.30 hs","Sr. Calvo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151522,"Cooperativa Popular De Electricidad",Privado,"1 De Mayo",,,"J Ferro",,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.620922,-64.2912369,1,0.5,SI,NO,NO,NO,NO,NO,NO,(02954)41-2247,,"6 a 22 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151532,"Centro de salud Cuchillo Co","Centro de salud público",,,,,,"Cuchillo Co","Lihuel Calel","La Pampa",Argentina,1,,,-38.3342814,-64.6424388,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"02954- 452986",comisariacuchilloco@apampa.gov.ar,,"Sin Director  A Cargo De Dr. Eduardo Rodriguez (jefe De Zona Sanitaria Iii)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151542,"Decima Brigada Del Ejercito Argentino","Dependiente de FFAA/Seguridad","Raúl B. Díaz",,,Misiones,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.620922,-64.2912369,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(02954) 425294",,"24 hs.",Enfermería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151552,"Del Este",,"Calle 33",16,,,,"General Pico",Maracó,"La Pampa",Argentina,-1,,,-35.6567752,-63.7625314,1,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02302-424354,vero_gb10@hotmail.com,,"Bergonzi Gabriela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151562,"Destacamento Movil IV","Dependiente de FFAA/Seguridad","RN 152","Km. 27",,,,"General Acha",Utracán,"La Pampa",Argentina,1,,,-37.3782637,-64.6044588,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,2952432014,alebe_pal@hotmail.com,,"Palomo Alexandra Beatriz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151572,"Dirección De Juventud De Municipalidad","Organismo público",19,,,"Calle 20 ""cibercafe""",,"General Acha",Utracán,"La Pampa",Argentina,1,,,-35.6593239,-63.7577887,1,0.5,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151582,"Domingo Cabred",,"25 De Mayo ",,,,,Speluzzi,Maracó,"La Pampa",Argentina,-1,,,-35.5496569,-63.8202718,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02302-494049,postadcabred@lapampa.gov.ar,,"Sin Director A Cargo (jefe De Zona Sanitaria Il)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151602,"Dr Luis Colosio",,"B Kulhawy N",95,,,,"Mauricio Mayer",Conhello,"La Pampa",Argentina,-1,,,-36.2085475,-64.0332,1,0.7,SI,NO,SI,SI,NO,SI,NO,,,,,,,,,,,,,,,"02333 492006",postammayer@yahoo.com.ar,,"Dra Maldonado Sandra",,,,,,,,,,,,,,,,,,02333-492006,,"7 A 12.30 Y 15 A 20.30",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151612,"Centro de Salud Dr Nestor Schanton","Centro de salud público","Primer Consejo",818,,,,"Alta Italia",Realicó,"La Pampa",Argentina,1,,,-35.3320765,-64.118465,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"02302 491167",easchanton@hotmail.com,,"Dr Trias Carratu Guillermo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151622,"Dr. Guillermo Furst",,"Miguel Cane N",1175,,,,"Santa Rosa","Santa Rosa","La Pampa",Argentina,-1,,,-36.620922,-64.2912369,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"02954- 432192",cscomercio@lapampa.gov.ar,,"Dr. Daniel Cochis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151632,"Energia Y Progreso",,"Calle 33 ",1805,,,,"General Pico",Maracó,"La Pampa",Argentina,-1,,,-35.6593239,-63.7577887,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"02302 425280",soto@cosypro.com.ar,,"Dr Vianello Esteban",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151642,"Enfermería de Corpico (Coop. regional de electricidad)",,"Calle 11",,,"Calle 8",,"General Pico",Maracó,"La Pampa",Argentina,-1,,,-35.6593239,-63.7577887,1,0.5,SI,NO,NO,NO,NO,NO,NO,,,"24 hs.","Dr. Llerenas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151652,"Escuela 201","Establecimiento educativo","Antártida Argentina",375,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6134203,-64.2963696,1,0.9,SI,NO,NO,NO,NO,NO,NO,(02954)43-6420,,"18 a 22 hs","Sr. González",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151662,"Escuela 219","Establecimiento educativo","Lope De Vega",,,Chile,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.620922,-64.2912369,1,0.5,SI,NO,NO,NO,NO,NO,NO,(02954)43-7811,,"18 a 22 hs","Sr. González",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151672,"Escuela 254","Establecimiento educativo",Unanue,1459,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6427499,-64.2963873,1,0.9,SI,NO,NO,NO,NO,NO,NO,(02954)43-5659,,"18 a 22 hs","Sr. González",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151682,"Escuela de Policía","Dependiente de FFAA/Seguridad","Av. Belgrano Sur",,,Córdoba,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6233146,-64.2758203,1,0.7,SI,NO,NO,NO,NO,NO,NO,,,"7 a 17 hs","Comisario Allegrini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151692,"Escuela N° 27","Establecimiento educativo",Unanue,215,,,,"Santa Rosa",Capital,"La Pampa",Argentina,1,,,-36.6147573,-64.2839209,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(02954) 438779",,"De 18:00 a 22:00 hs","Sr. González",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151712,"Establecimiento Asistencial Angel Civalero","Centro de salud público","Av. Mirasol",692,,,,"Villa Mirasol","Quemú Quemú","La Pampa",Argentina,1,,,-36.0769145,-63.8870256,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02333-493033,hospitalvillamirasol@hotmail.com,,"Dra. Changala Mariela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151722,"Establecimiento Asistencial Aristides Granda","Centro de salud público",Libertad,414,,,,Arata,Trenel,"La Pampa",Argentina,1,,,-35.6374465,-64.3557666,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02335-498020,aristidesgranda@yahoo.com.ar,,"Dr. Marcos Orellana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151732,"Establecimiento Asistencial Atilio A. Calandri","Centro de salud público","Las Heras",402,,,,"Quemu Quemu","Quemú Quemú","La Pampa",Argentina,1,,,-36.0599148,-63.5731104,1,0.7,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02333-442269,mariajulia@cosypro.com.ar,,"Dra.Maria Julia Lujan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151742,"Establecimiento Asistencial Dr. Antonio Olaiz","Centro de salud público",Salta,153,,,"Miguel Riglos","Miguel Riglos",Atreucó,"La Pampa",Argentina,1,,,-36.8559258,-63.687149,1,0.7,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02953-498510,hospitalriglos@hotmail.com,,"Dra Berton Nora Ester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151752,"Establecimiento Asistencial Dr. Armando Parodi","Centro de salud público",Zubirias,462,,,,Parera,Rancul,"La Pampa",Argentina,1,,,-35.1462393,-64.5042823,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02331-497116,hospitalparera@cernet.com.ar,,"Dr. Gustavo Topfanin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151762,"Establecimiento Asistencial Dr. Diego B. Moron","Centro de salud público","San Martín",285,,,,Rolon,Atreucó,"La Pampa",Argentina,1,,,-37.166775,-63.4146969,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02953-494010,jose_gustavo_cervantes@hotmail.com,,"Dr Cervantes Gustavo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151782,"Establecimiento Asistencial Dr. Guillermo Rawson","Centro de salud público",Belgrano,50,,,,Trenel,Trenel,"La Pampa",Argentina,1,,,-35.6985981,-64.1341816,1,0.5,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02302-499107,hospitaltrenel@costren.com.ar,,"Dr. Marcelo Allara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151792,"Establecimiento Asistencial Dr. Heraclio Luna","Centro de salud público",Jujuy,310,,,,Macachin,Atreucó,"La Pampa",Argentina,1,,,-37.1338495,-63.6667683,1,0.7,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02953-452022,hospitalmacachin@yahoo.com.ar,,"Dra. Picolet Leticia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151812,"Hospital Dr. Jose Padros","Hospital público",Maipú,495,,,,Rancul,Rancul,"La Pampa",Argentina,1,,,-35.0699563,-64.6760813,1,0.7,SI,SI,SI,NO,SI,NO,NO,"(02331) 498112",,"24 hs.",,,,,,,,,,Laboratorio,,"(02331) 498112",hospitalrancul@hotmail.com,,"Dr. Gustavo Martinez Nievas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151822,"Hospital Dr. Juan Munuce","Hospital público","9 de Julio",214,,España,,"Jacinto Arauz",Hucal,"La Pampa",Argentina,1,,,-38.0841382,-63.427789,1,0.7,SI,SI,SI,NO,SI,NO,NO,"(02925) 493042",,"24 hs.",,,,,,,,,,Laboratorio,,"(02925) 493042",hospitaljacintoarauz@hotmail.com,,"Dr Gerardo Ruibal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151842,"Establecimiento Asistencial Dr. Justo G. Ferrari","Centro de salud público",Corrientes,218,,,,"Ingeniero Luiggi",Realicó,"La Pampa",Argentina,1,,,-35.3888525,-64.4672404,1,0.5,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02335-472124,hospital@ngluiggi.com.ar,,"Dra Krede Maria Silvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151852,"Establecimiento Asistencial Dr. Lucio Molas","Centro de salud público","Raul B. Diaz",,,Pilcomayo,,"Santa Rosa","Santa Rosa","La Pampa",Argentina,-1,,,-36.5999898,-64.3008105,1,0.7,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,02954-455000,hospitalluciomolas@lapampa.gov.ar,,"Armando Manuel Hornos",,,,,,,,,,,02954-455000,hospitalluciomolas@lapampa.gov.ar,,"Armando Manuel Hornos",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151872,"Establecimiento Asistencial Dr. Luis A. Petrelli","Centro de salud público","Islas Malvinas",750,,,,Caleufu,Rancul,"La Pampa",Argentina,1,,,-35.5973188,-64.5540327,1,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02335-450012,luisapetrelli@yahoo.com.ar,,"Dra Penengo Anabella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151882,"Establecimiento Asistencial Dr. Luis Agote","Centro de salud público","Juarez Celman ",,,,,"General San Martín",Hucal,"La Pampa",Argentina,1,,,-37.9788272,-63.6035347,1,0.5,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02925-497546,hospitalsanmartin@lapampa.gov.ar,,"Dr Rovera Norberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151902,"Establecimiento Asistencial Dr. Manuel Perez","Centro de salud público","Emilio Fernández",380,,,,"Santa Isabel",Chalileo,"La Pampa",Argentina,1,,,-36.2299277,-66.9428646,1,0.7,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02338-493117,hospitalsantaisabel2009@hotmail.com,,"Dra. Muriel Villarroel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151932,"Establecimiento Asistencial Dr. Pedro Novick","Centro de salud público","Gobernador Duval",687,,,,Doblas,Atreucó,"La Pampa",Argentina,1,,,-37.1484206,-64.0144549,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02953-492117,hospitaldoblas@cosedo.com.ar,,"Dra V. Mariela Olmedo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151942,"Establecimiento Asistencial Dr. Rogelio Amicarelli","Centro de salud público",Ameghino,203,,,,Bernasconi,Hucal,"La Pampa",Argentina,1,,,-37.9015388,-63.7425728,1,0.5,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02925-499203,centroasistencialbernaconi@lapampa.gov.ar,,"Dr. Mauricio Nieto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151952,"Establecimiento Asistencial Dra. Cecilia Grierson","Centro de salud público","Av. San Martín",766,,,,Telen,Loventué,"La Pampa",Argentina,1,,,-36.2638703,-65.5103445,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02338-498133,hospitalceciliagrierson@lapampa.gov.ar,,"Dra. Celina Abdala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151962,"Establecimiento Asistencial Gobernador Centeno","Centro de salud público","Calle 17",110,,,,"General Pico",Maracó,"La Pampa",Argentina,-1,,,-35.6655859,-63.7743213,1,0.9,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,02302-436148,dcenteno@lapampa.gov.ar,,"Mario Aymore, Garcia Llerena",,,,,,,,,,,"(02302) 436-148",dceteno@lapampa.gov.ar,,"Esteban Ariel Vianello",,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151972,"Establecimiento Asistencial Jose Ingenieros","Centro de salud público","San Martín",,,,,"Miguel Cane","Quemú Quemú","La Pampa",Argentina,1,,,-36.1555666,-63.5125072,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,02333-498032,hospitalcane@hotmail.com,,"Enfermero Mayer Pablo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
151982,"Establecimiento Asistencial Juan B. Smith","Centro de salud público","25 De Mayo",788,,,,Winifreda,Conhelo,"La Pampa",Argentina,1,,,-36.2247627,-64.2354515,1,0.5,NO,SI,SI,NO,NO,NO,NO,,,,,,,,,,,,,Laboratorio,,02333-497134,hospitalsmith@yahoo.com.ar,,"Dra. Ilvia Garcia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
