establecimiento,tipo,testeo-distribucion,calle,altura,piso_dpto,cruce,,barrio_localidad,partido_comuna_dpto,provincia,web_estab,mail_estab,tel_estab,horario_atencion,responsable,,uc_mail,uc_web,ubicación,Comentarios
UNIDAD SANITARIA LAS CATONAS,Salud,Distribución,Chuquisaca,3181,,,,Moreno,Buenos Aires,,,(0237) 4816266,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA LAS FLORES,Salud,Distribución,Federico Lacroze,3376,,y Santos Dumont,,Moreno,Buenos Aires,,,(0237) 4816285,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA LOMAS DE MARILÓ,Salud,Distribución,Pinzón,2302/42,,,,Moreno,Buenos Aires,,,(0237) 4815607,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA LOS FRESNOS,,Distribución,Marconi,1671,,,Quilmes Oeste,,Buenos Aires,,,4280-6093,,,,,,,
UNIDAD SANITARIA LOS PARAÍSOS,Salud,Distribución,El Salvador,6626,,entre Valencia y Strauss,,Moreno,Buenos Aires,,,(0237) 4688811,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA MARIA EVA,,Distribución,Pampa,4326,,,Quilmes,,Buenos Aires,,,4270-1900,,,,,,,
UNIDAD SANITARIA MARTÍN FIERRO,Salud,Distribución,Nahuel Huapi,90,,y Blas Parera,,Moreno,Buenos Aires,,,(0237) 4633776,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA MIRAMAR,Unidad Sanitaria,Distribución,LAUDELINO CRUZ ,1892,,,BAHÍA BLANCA,BAHÍA BLANCA,Buenos Aires,,,0291-4552417,HASTA LAS 15:30 HS,RESPONSABLE: SONIA SPALETTI,,,,,
UNIDAD SANITARIA MOLINA CAMPOS ,Salud,Distribución,Ibarborou,9547,,y Portugal,,Moreno,Buenos Aires,,,(02320) 451762,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA N°1,Unidad sanitaria,Distribución,Moreno,,,Castelli,Junín,Junín,Buenos Aires,,,02362 15225239,,,,,,,
UNIDAD SANITARIA N°110,Unidad sanitaria,Distribución,Chilavert,Sin número,,Entre Quintana y Cabrera,Junín,Junín,Buenos Aires,,,02362 15225277,,,,,,,
UNIDAD SANITARIA N°8,Unidad sanitaria,Distribución,Aconcagua,Sin número,,Entre Cabo Corrientes y Álvarez Rodríguez,Junín,Junín,Buenos Aires,,,02362 15225249,,,,,,,
UNIDAD SANITARIA PAMPA CENTRAL,Unidad Sanitaria,Distribución,JUJUY,946,,,BAHÍA BLANCA,BAHÍA BLANCA,Buenos Aires,,,0291-4556939,HASTA LAS 15:30 HS,REPONSABLE: ALEJANDRA ORDIALES,,,,,
UNIDAD SANITARIA PASO DEL REY,Salud,Distribución,Alcorta,367,,y vías F.F.C.C.,,Moreno,Buenos Aires,,,(0237) 4636474,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA PAVÓN,Salud,Distribución,Andinos ,1311/13,,Y Gálvez,,Moreno,Buenos Aires,,,(0237) 4816303,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA PIÑEIRO,Unidad Sanitaria,Distribución, ADRIÁN VERES ,,,MARTÍN GIL,BAHÍA BLANCA,BAHÍA BLANCA,Buenos Aires,,,0291-4546309,HASTA LAS 17 HS,RESPONSABLE: MARIELA MORBIDUCCI,,,,,
UNIDAD SANITARIA POSTA JARDINES,Salud,Distribución,Larreta,3057,,y Otto Krause,,Moreno,Buenos Aires,,,(0237) 4684226,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA PTA. PQUE. P. DEL REY,Salud,Distribución,Beltrán,2631/53,,y Belgrano,,Moreno,Buenos Aires,,,(0237) 4681073,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA REJA CENTRO,Salud,Distribución,Storni,1476,,y Cabrera,,Moreno,Buenos Aires,,,(0237) 4635715,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA REJA GRANDE,Salud,Distribución,Victorino de la Plaza,1917,,entre La Madre e Irlanda,,Moreno,Buenos Aires,,,(0237) 4831447,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA RIVADAVIA,Unidad Sanitaria,Distribución,EEUU,503,,,BAHÍA BLANCA,BAHÍA BLANCA,Buenos Aires,,,0291-4556927,HASTA LAS 15:30 HS,RESPONSABLE: MABEL FERNÁNDEZ,,,,,
UNIDAD SANITARIA ROSA DE DESIO,Unidad sanitaria,Distribución,,,,,Indio Rico,Coronel Pringles,Buenos Aires,,,02983 496104 ,Las 24 hs.,,,,,,
UNIDAD SANITARIA SAMBRIZZI,Salud,Distribución,Bernardo de Irigoyen,1420/26,,y Corrientes,,Moreno,Buenos Aires,,,,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA SAN ALBERTO,Salud,Distribución,Pringles,2770,,entre Portugal y Ecuador,,Ituzaingó,Buenos Aires,,,,,CAPS 00732,,,,,
UNIDAD SANITARIA SAN AMBROSIO,Salud,Distribución,El Ceibo,2758,,,,Moreno,Buenos Aires,,,(011) 44680453,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA SAN CARLOS II,Salud,Distribución,Juan de la Cierva,958,,y Paraguay,,Moreno,Buenos Aires,,,(0237) 4816359,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA SAN CARLOS RUTA 25,Salud,Distribución,Miguel Cané,2245,,,,Moreno,Buenos Aires,,,(0237) 4689245,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA SAN GERMÁN,Unidad sanitaria,Distribución,San Juan,Sin número,,,San Germán,Puán,Buenos Aires,,,02925 490217,Las 24hs.,,,,,,
UNIDAD SANITARIA SAN JORGE,Salud,Distribución,Fon rouge,2202,,entre Lavoisier y Centenario,,Moreno,Buenos Aires,,,(0237) 4623011,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA SAN JOSÉ,Salud,Distribución,Perú,5160,,y Colombia,,Moreno,Buenos Aires,,,(0237) 4688805,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA SANTA BRÍGIDA,Salud,Distribución,República Argentina,716/80,,,,Moreno,Buenos Aires,,,(02320) 461995,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIDAD SANITARIA VILLA ALCIRA,,Distribución,Lago Alumine,,,Ramella,Bernal,Quilmes,Buenos Aires,,,,,,,,,,
UNIDAD SANITARIA VILLA ANGELA (CAPS),Salud,Distribución,La Rastra,827,,entre Ollantay y El Tirador,,Ituzaingó,Buenos Aires,,,,,CAPS 08305,,,,,
UNIDAD SANITARIA VILLA DELFINA,Unidad Sanitaria,Distribución,JUANA AZURDUY,1345,,,BAHÍA BLANCA,BAHÍA BLANCA,Buenos Aires,,,0291-4552271,,RESPONSABLE: CAROLINA HIRCH,,,,,
UNIDAD SANITARIA VILLA FLORESTA,Unidad Sanitaria,Distribución,JOSE INGENIEROS,2235,,,BAHÍA BLANCA,BAHÍA BLANCA,Buenos Aires,,,0291-4888351,HASTA LAS 15:30 HS.,RESPONSABLE: MONICA GAVILAN,,,,,
UNIDAD SANITARIA VILLA LAS NACIONES,Salud,Distribución,Haití,,,y Turquía,,Ituzaingó,Buenos Aires,,,,,,,,,,
UNION Y SOLIDARIDAD,,Distribución,Darragueira,430,,,Florencio Varela,,Buenos Aires,,,,Lunes a Sabados 12 a 17,,,,,,
UNIVERSIDAD NACIONAL DE MORENO,Educación,Distribución,Ruta 5,"km 35,5",,,,Moreno,Buenos Aires,,,,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
UNIVERSIDAD NACIONAL DEL NOROESTE DE LA PROVINCIA DE BUENOS AIRES UNNOBA,Universidad,Distribución,Monteagudo,2772,,,Pergamino,Pergamino,Buenos Aires,,,,Lunes a sábado de 8 a 19hs.,,,,,,
UNIVERSIDAD NACIONAL LOMAS DE ZAMORA,Universidad,Distribución,Camino de Cintura,,,Juan XXIII,Lomas de Zamora,,Buenos Aires,,,,,,,,,,3 dispensers
UNNOBA (UNIVERSIDAD DEL NOROESTE DE LA PROVINCIA DE BUENOS AIRES) SEDE JUNÍN,Universidad/sede,Distribución,Sáenz Peña,456,,,Junín,Junín,Buenos Aires,,,444213,De 8 a 16hs,,,,,,
UNNOBA (UNIVERSIDAD NACIONAL DEL NOROESTE DE BUENOS AIRES) SEDE CENTRAL JUNÍN,Universidad/sede,Distribución,Rivadavia,,,Newbery,Junín,Junín,Buenos Aires,,,02362 15529685,,,,,,,
UNTREF,Salud,Distribución,Valentín Gómez,4800,,,Caseros,Tres de Febrero,Buenos Aires,,,,,,,,,,Referente: Perla Torales
VACUNATORIO,Salud,Distribución,Libertador,,,y Güemes,,Moreno,Buenos Aires,,,(0237) 4662451,Lunes a Viernes de 8:00 a 18:00 hs.,,,,,,
VILLA MECENAS - ESPACIO CULTURAL,Cultura,Distribución,Torres ,618,,,,Morón,Buenos Aires,,,(011) 4483-1410,,,,,,,2 Dispensers
C.S SANTA CATALINA,,Distribución,Pueyrredon,1300,,,Resistencia,,Chaco,,,,,,,,,,
C.S SANTA CATALINA,,Distribución,Pueyrredon,1300,,,Resistencia,,Chaco,,,,,,,,,,
C.S VILLA LIBERTAD,,Distribución,Avenida Las Heras,1699,,,Resistencia,,Chaco,,,,,,,,,,
C.S VILLA LIBERTAD,,Distribución,Avenida Las Heras,1699,,,Resistencia,,Chaco,,,,,,,,,,
C.S VILLA RIO NEGRO,,Distribución,Avenida Sabin,795,,,Resistencia,,Chaco,,,,,,,,,,
C.S VILLA RIO NEGRO,,Distribución,Avenida Sabin,795,,,Resistencia,,Chaco,,,,,,,,,,
C.S. 4 DE JUNIO,,Distribución,Lapacho,201,,,Barranqueras,,Chaco,,,,,,,,,,
C.S. Finochietto,,Distribución,Irigoyen,,Esq 9 de Julio,,Vilelas,,Chaco,,,,,,,,,,
C.S. Fleitas,,Distribución,9 de Julio,600,,,Fontana,,Chaco,,,,,,,,,,
C.S. La Toma,,Distribución,Avenida Belgrano,s/n,,,Barranqueras,,Chaco,,,,,,,,,,
C.S. Pedro Biolchi,,Distribución,Avenida Laprida,5602,,,Barranqueras,,Chaco,,,,,,,,,,
C.S. San Cayetano,,Distribución,,,,,Roque Saenz Peña,,Chaco,,,,,,,,,,
C.S. Villa Forestacion,,Distribución,Avenida Moscón,120,,,Barranqueras,,Chaco,,,,,,,,,,
C.S. Villa Hortensia,,Distribución,Pasteur,,,y Sabatini,Barranqueras,,Chaco,,,,,,,,,,
C.S.713 VIVIENDAS,,Distribución,Barrio 713 Viviendas,,,,Roque Saenz Peña,,Chaco,,,,,,,,,,
C.S.GUIRALDES,,Distribución,Centro Comercial Qta 4,,,,Resistencia,,Chaco,,,,,,,,,,
C.S.GUIRALDES,,Distribución,Centro Comercial Qta 4,,,,Resistencia,,Chaco,,,,,,,,,,
C.SALUD LAS PALMAS,,Distribución,Remedios de Escalada,s/n,,,La Palmas,,Chaco,,,,,,,,,,
C.SALUD LAS PALMAS,,Distribución,Remedios de Escalada,s/n,,,La Palmas,,Chaco,,,,,,,,,,
CENTRO COMUNITARIO VILLA DON ANDRES,Centro Comunitario,Distribución,,,,,Resistencia,,Chaco,,,03722-15306036,,Fanny,,,,,
CENTRO COMUNITARIO VILLA RIO NEGRO,Centro Comunitario,Distribución,,,,,Resistencia,,Chaco,,,Cel. 03722230285,,,,,,,
CENTRO COMUNITARIO VILLA RIO NEGRO,Centro Comunitario,Distribución,,,,,Resistencia,,Chaco,,,03722-15230286,,Natalia Pauluk,,,,,
CRUZ ROJA ARGENTINA,,Distribución,Lavalle ,33,,,Resistencia,,Chaco,,resistencia@cruzroja.org.ar,03722-441031,,,,,,,
HOSPITAL 4 DE JUNIO,,Distribución,Avenida Las Malvinas,1350,,,Roque Saenz Peña,,Chaco,,,,,,,,,,
HOSPITAL 9 DE JULIO,,Distribución,Arbo y Blanco ,,,Esquina Vedia,La Breñas,,Chaco,,,,,,,,,,
HOSPITAL ALTE BROWN,,Distribución,Rawson e Irigoyen,s/n,,,Pampa del Infierno,,Chaco,,,,,,,,,,
HOSPITAL ALTE BROWN,,Distribución,Rawson e Irigoyen,s/n,,,Pampa del Infierno,,Chaco,,,,,,,,,,
HOSPITAL CAMPO LARGO,,Distribución,Acceso waldimiro Dworak,s/n,,,Campo Largo,,Chaco,,,,,,,,,,
HOSPITAL CAMPO LARGO,,Distribución,Acceso waldimiro Dworak,s/n,,,Campo Largo,,Chaco,,,,,,,,,,
HOSPITAL COLONIA ELISA,,Distribución,Corrientes,s/n,,,Colonia Elisa,,Chaco,,,,,,,,,,
HOSPITAL COLONIA ELISA,,Distribución,Corrientes,s/n,,,Colonia Elisa,,Chaco,,,,,,,,,,
HOSPITAL COLONIAS UNIDAS,,Distribución,Rivadavia,,,Avenida Paraguay,Colonias Unidas,,Chaco,,,,,,,,,,
HOSPITAL CONCEJAL BERMEJO,,Distribución,Mariano Moreno,s/n,,,Concepcion del Bermejo,,Chaco,,,,,,,,,,
HOSPITAL DANTE TARDELLI,,Distribución,Malvinas Argentinas,,,Corrientes,Pampa del Indio,,Chaco,,,,,,,,,,
HOSPITAL DANTE TARDELLI,,Distribución,Malvinas Argentinas ,s/n,,Corrientes,Pampa del Indio,,Chaco,,,,,,,,,,
HOSPITAL DE LA ESCONDIDA,,Distribución,,,,,La Escondida-Planta Urbana,,Chaco,,,,,,,,,,
HOSPITAL DE LA ESCONDIDA,,Distribución,,,,,La Escondida-Planta Urbana,,Chaco,,,,,,,,,,
HOSPITAL DR DIAZ Y PEREYRO,,Distribución,Antartida Argentina,s/n,,,Machagay,,Chaco,,,,,,,,,,
HOSPITAL DR E RODRIGUEZ,,Distribución,Alte Brown,551,,,Quitilipi,,Chaco,,,,,,,,,,
HOSPITAL DR ENRIQUE LLAMAS,,Distribución,Mariano Castek ,s/n,,,Charata,,Chaco,,,,,,,,,,
HOSPITAL DR FELIX PERTILE,,Distribución,Ruta 90-Avenida Uruguay ,s/n,,,General San Martin,,Chaco,,,,,,,,,,
HOSPITAL DR JORGE VAZQUEZ,,Distribución,Chile ,834,,,Tres Isletas,,Chaco,,,,,,,,,,
HOSPITAL DR JORGE VAZQUEZ,,Distribución,Chile ,834,,,Tres Isletas,,Chaco,,,,,,,,,,
HOSPITAL DR RAMOS MEJIAS,,Distribución,25 de Mayo,s/n,,,Presidencia de La Plata,,Chaco,,,,,,,,,,
HOSPITAL DR SALVADOR MAZZA,,Distribución,Josefa Rosello y Freire,,,,Villa Angela,,Chaco,,,,,,,,,,
HOSPITAL DR. SALICA,,Distribución,Avenida Juan Manuel de Rosas,s/n,,,Villa Berthet,,Chaco,,,,,,,,,,
HOSPITAL DR. SALICA,,Distribución,Avenida Juan Manuel de Rosas,s/n,,,Villa Berthet,,Chaco,,,,,,,,,,
HOSPITAL DRA E ORELLANA,,Distribución,San Martin ,s/n,,,Taco Pozo,,Chaco,,,,,,,,,,
HOSPITAL DU GRATY,,Distribución,,,,,Coronel Du Graty,,Chaco,,,,,,,,,,
HOSPITAL GRAL BELGRANO,,Distribución,Rivadavia,s/n,,,Corzuela,,Chaco,,,,,,,,,,
HOSPITAL GRAL BELGRANO,,Distribución,Rivadavia,s/n,,,Corzuela,,Chaco,,,,,,,,,,
HOSPITAL GRAL GUEMES,,Distribución,Avenida San Martin,1050,,,J.J.Castelli,,Chaco,,,,,,,,,,
HOSPITAL GUSALLI,,Distribución,9 de Julio,s/n,,,La Verde,,Chaco,,,,,,,,,,
HOSPITAL GUSALLI,,Distribución,9 de Julio,s/n,,,La Verde,,Chaco,,,,,,,,,,
HOSPITAL J.F.J SANTA MARIA DE ORO,,Distribución,Sarmiento y Aquilino Otero,s/n,,,Santa Sylvina,,Chaco,,,,,,,,,,
HOSPITAL J.F.J SANTA MARIA DE ORO,,Distribución,Sarmiento ,s/n,,Aquilino Otero,Santa Sylvina,,Chaco,,,,,,,,,,
HOSPITAL LEONESA,,Distribución,Dr Jose Chena,462,,,La Leonesa,,Chaco,,,,,,,,,,
HOSPITAL LEONESA,,Distribución,Dr Jose Chena,462,,,La Leonesa,,Chaco,,,,,,,,,,
HOSPITAL OXLEY,,Distribución,Avenida 12 de Octubre,s/n,,,Puerto Tirol,,Chaco,,,,,,,,,,
HOSPITAL OXLEY,,Distribución,Avenida 12 de Octubre,s/n,,,Puerto Tirol,,Chaco,,,,,,,,,,
HOSPITAL PERRANDO,,Distribución,Avenida 9 de Julio,1100,,,Resistencia,,Chaco,,,03722-452927,,1 Dispenser en 1er piso-Consultorio de Diversidad Sexual,,,,,
HOSPITAL PERRANDO,,Distribución,Avenida 9 de Julio,1100,,,Resistencia,,Chaco,,,03722-452927,,1 Dispenser en 1er piso-Consultorio de Diversidad Sexual,,,,,
INADI CHACO,,Distribución,Catamarca,64,,,Resistencia,,Chaco,,,03722-445630,,,,,,,
INADI CHACO,,Distribución,Catamarca,64,,,Resistencia,,Chaco,,,03722-445630,,,,,,,
P.S.A MIRAFLORES,,Distribución,,,,,Planta Urbana-Miraflores,,Chaco,,,,,,,,,,
P.S.A MIRAFLORES,,Distribución,,,,,Planta Urbana-Miraflores,,Chaco,,,,,,,,,,
AP.SUR CENTRAL TTO TBC,,Distribución,Irigoyen,950,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Dr.Gustavo Guerrero,,,,,
AREA EXTERNA HOSPITAL COMODORO RIVADAVIA,,Distribución,Irigoyen ,950,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Tzenka Genova,Area Externa,,,,Cantidad 4 dispensers
AREA PRAGMATICA ESQUEL,,Distribución,Rivadavia,826,,,Esquel,Futaleufu,Chubut,,,,,Dra. Bogni,,,,,Cantidad 2 dispensers
BAR LOS GARDELITOS,,Distribución,Irigoyen,144,,,Puerto Madryn,Viedma,Chubut,,,1556204,,Liliana Seron / Quique (Dueña),,,,,Cantidad 2 dispensers
BAR MARINABELLA,,Distribución,Avenida Rawson,153,,,Puerto Madryn,,Chubut,,,15608768/15578728,,Diego o Ignacio Reedfgart,,,,,Cantidad 3 dispensers
BOLICHE METROPOLIS,,Distribución,Mitre ,50,,,Puerto Madryn,Viedma,Chubut,,,15370178,,Fernando Romero,,,,,
CAPS Fontana,,Distribución,La Rioja,,,España,Puerto Madryn,,Chubut,,,,,Dra. Vanesa Londero,,,,,
CAPS Guemes,,Distribución,Juan Muzio,,,Bouchard,Puerto Madryn,,Chubut,,,,,Zorka Argañaraz,,,,,
CAPS Playa Union,,Distribución,Juan Manuel de Rosas,450,,,Rawson,,Chubut,,,,,Aux. Zulema Penchulef y Enf.Ana Paredes,,,,,
CAPS Ruca Calil,,Distribución,Albarracin Norte,,,,,,Chubut,,,,,Paola Patriarca,,,,,
CAPS. Dr. Rene Favaloro,Centro de Salud,Distribución,Chile ,,,Río Pico,Puerto Madryn,,Chubut,,,,,Juan Barraza,,,,,
CENTRO MATERNO,,Distribución,Irigoyen,950,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Dr.Gustavo Guerrero,,,,,
CRUZ ROJA FILIAL COMODORO RIVADAVIA,,Distribución,Libertador,659,,,,Escalante,Chubut,,c-rivadavia@cruzroja.org.ar,0297-455-9374,,,,,,,
DISCO BAR LA FRONTERA,,Distribución,9 de Julio,254,,,Puerto Madryn,,Chubut,,,15608768/15578727,,Cantidad 4 dispensers,,,,,
DISCOTECA LA FABRICA,,Distribución,,,,,Puerto Madryn,,Chubut,,,15662756,,,,,,,
DPTO PROVINCIAL DE ADOLESCENCIA,,Distribución,Moreno,555,,,Rawson,,Chubut,,,,,Dra. Ordiales,,,,,
DPTO PROVINCIAL DE ADOLESCENCIA,,Distribución,Julio Argentino Roca,534,,,Rawson,,Chubut,,,,,Cáceres Nancy,,,,,
DPTO PROVINCIAL DE ADOLESCENCIA,,Distribución,Moreno,440,,,Trelew,,Chubut,,,,,Florencia Kiguel,,,,,
DPTO PROVINCIAL DE ADOLESCENCIA,,Distribución,Juan Acosta ,s/n,,Pujol,Puerto Madryn,,Chubut,,,,,Strajilevich Elisa,,,,,
DPTO PROVINCIAL DE ADOLESCENCIA,,Distribución,Rivadavia,1637,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Pino Silvia,,,,,
DTO PROVINCIAL DE ADOLESCENCIA,,Distribución,Don Bosco ,,Fontana,,Esquel,Futaleufu,Chubut,,,,,Moreschi Mirta,,,,,
ESCUELA DE ENFERMERIA,,Distribución,Avenida Roca,743,,,Puerto Madryn,,Chubut,,,,,Lic Marcelo Vaccaro,,,,,
ESCUELA DE ENFERMERIA,,Distribución,Rivadavia,320,,,Esquel,Futaleufu,Chubut,,,,,Lic. Patricia Amed,,,,,
GINECO HOSPITAL REGIONAL,,Distribución,Irigoyen,s/n,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Dr.Gustavo Guerrero,,,,,
HALL HOSPITAL REGIONAL,,Distribución,Irigoyen,s/n,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Dr.Gustavo Guerrero,,,,,
HOSPITAL ALTO RIO SENGUER,,Distribución,S.J Bosco,s/n,,,,Alto Rio Senguer,Chubut,,,,,Dr. Carlos Suárez,,,,,
HOSPITAL CAMARONES,,Distribución,25 de Mayo,s/n,,,Camarones,Florentino Ameghino,Chubut,,,,,Dra. Gladys Corso,,,,,
HOSPITAL CHOLILA,,Distribución,Mza 54,s/n,,,Esquel,Futaleufu,Chubut,,,,,Dr.Marco Orellana Hernandez,,,,,
HOSPITAL COMODORO,,Distribución,Irigoyen ,950,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Dr.Guerrero,Patologias Prevalentes,,,,
HOSPITAL CUSHAMEN,,Distribución,Avenida Libertador,,Don Bosco,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL DIADEMA ARGENTINA,,Distribución,Lago Rivadavia,s/n,,Bº Central,,Escalante,Chubut,,,,,,,,,,
HOSPITAL DOLAVON,,Distribución,Raul B.Diaz,275,,,Dolavon,Gaiman,Chubut,,,,,,,,,,
HOSPITAL EL HOYO,,Distribución,B Las Malvinas,,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL EL MAITEN,,Distribución,Patagonia,615,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL EPUYEN,,Distribución,El Amancay,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL GAIMAN,,Distribución,Eugenio Tello,1202,,,,Gaiman,Chubut,,,,,,,,,,
HOSPITAL GAN GAN,,Distribución,25 de Mayo,s/n,,,,Telsen,Chubut,,,,,,,,,,
HOSPITAL GASTRE,,Distribución,Lloica,s/n,,,Gastre,Gastre,Chubut,,,,,,,,,,
HOSPITAL GOBERNADOR COSTA,,Distribución,Calle Darwin,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL GUALJAINA,,Distribución,Benito Fernández,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL LAGO PUELO,,Distribución,Avenida Islas Malvinas,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL LAS PLUMAS,,Distribución,Solar A,,,MZA 17,Las Plumas,Mártires,Chubut,,,,,,,,,,
HOSPITAL PASO DE LOS INDIOS,,Distribución,Manzana 8 Lote 3,,,,Paso de los Indios,Paso de los Indios,Chubut,,,,,,,,,,
HOSPITAL RADA TILLY,,Distribución,Alférez Olivares,64,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Cantidad 2 dispensers,,,,,
HOSPITAL RAWSON AREA EXTERNA,,Distribución,Roca,555,,,Rawson,,Chubut,,,,,Cantidad 3,,,,,
HOSPITAL RIO  MAYO,,Distribución,Sarmiento,637,,,Rio Mayo,Alto Rio Senguer,Chubut,,,,,,,,,,
HOSPITAL RIO PICO,,Distribución,E.J Hahn ,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL RURAL CORCOVADO,,Distribución,P.Moreno,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL RURAL JOSE DE SAN MARTIN,,Distribución,Belgrano,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL RURAL PUERTO PIRAMIDES,,Distribución,Julio Argentino Roca,s/n,,,Puerto Piramides,,Chubut,,,,,,,,,,
HOSPITAL RURAL TELSEN,,Distribución,San Martin ,41,,,,Telsen,Chubut,,,,,,,,,,
HOSPITAL RURAL TREVELIN,,Distribución,Avenida San Martin,s/n,J.D Evans,,Esquel,Futaleufu,Chubut,,,,,,,,,,
HOSPITAL SARMIENTO,,Distribución,Ingeniero Coronel,,Roca,,Sarmiento,Sarmiento,Chubut,,,,,Cantidad 2 dispensers,,,,,
HOSPITAL TECKA,,Distribución,M.Moreno,s/n,,,Esquel,Futaleufu,Chubut,,,,,,,,,,
INADI  ,,Distribución,Mitre,s/n,,,Puerto Madryn,Viedma,Chubut,,,,,,,,,,
PATOLOGIAS PREVALENTES (HOSPITAL COMODORO),,Distribución,Irigoyen,950,,,,Comodoro Rivadavia,Chubut,,,,,Cantidad 5 dispensers,,,,,
PREVALENTES AP SUR,,Distribución,Irigoyen,s/n,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Cantidad 2 dispensers,,,,,
PREVALENTES HOSPITAL TRELEW,,Distribución,28 de Julio,440,,,Trelew,,Chubut,,,,,Cantidad 2 dispensers,,,,Farmacia y Guardia,
PROGR SSyPR ,,Distribución,Secretaria de Salud,,,,Rawson,,Chubut,,,,,,,,,,
RADA TILLY-DR RENE FAVALORO,,Distribución,Olivares,64,,,Rada Tilly,Escalante,Chubut,,,,,,,,,,
SECRET DE SALUD COMODORO,,Distribución,Sarmiento,680,,,Comodoro Rivadavia,Escalante,Chubut,,,,,Cantidad 5 dispensers,,,,,
SECRETARIA DE SALUD,,Distribución,Moreno,555,,,Rawson,,Chubut,,,,,,,,,,
UNIVERSIDAD BUFFET,,Distribución,,,,,Puerto Madryn,,Chubut,,,472-885,,,,,,,
 PUERTO PIBES,,Distribución,Av. Intendente Cantilo y Pampa,,,,Núñez,Comuna 13,Ciudad Autónoma de Buenos Aires,,,4782-7880,,,Coordinación SIDA,,http://www.buenosaires.gob.ar/areas/salud/sida/,,
AGRUPACION TERRITORIAL GERMAN ABALA,,Distribución,Necochea,1235,,,La Boca,,Ciudad Autónoma de Buenos Aires,,,,,,,,,,
ALSINA BUENOS AIRES,Disco,Distribución,Alsina,940,,,Montserrat,,Ciudad Autónoma de Buenos Aires,,,,,,,,,,
AMBAR,,Distribución,Av. F. Beiró,3124,,,Villa del Parque,,Ciudad Autónoma de Buenos Aires,,,,,,,,,,
AMERIKA,Disco,Distribución,Gascón,1040,,,Almagro,Comuna 5,Ciudad Autónoma de Buenos Aires,,,,,,Coordinación SIDA,,http://www.buenosaires.gob.ar/areas/salud/sida/,,
AMMAR,"Asoc. De Mujeres Argentinas
por los DDHH",Distribución,Av. Juan B. Alberdi,2614,,,Flores,,Ciudad Autónoma de Buenos Aires,,,4637-5998,,,,,,,
AMMAR (Asociación de Mujeres Meretrices),,Distribución,Piedras,1067,,,Constitución,,Ciudad Autónoma de Buenos Aires,,,4307-8100,,,,,,,
AMMAR CAPITAL,,Distribución,Carlos Calvo,2365,1,,San Cristóbal,Comuna 3,Ciudad Autónoma de Buenos Aires,,,4308-1001,,,Coordinación SIDA,,http://www.buenosaires.gob.ar/areas/salud/sida/,,
